day: 0, month: 1, year: 2, hour: 3, minute: 4, weekday: 5, thikaroad?: 6, sentiment: 7, rain: 8, demos: 9, accident: 10, text: 11
6,7,2016,12,52,2,0,1,0,0,0,12:45 Wassup. Status of Kilimani/ Kileleshwa area? via @bobb_muriithi
6,7,2016,12,34,2,0,1,0,0,0,12:32 Funny How Kenyans Now Wish UK Rather Fly Out Than Host World Leaders Here. LOL Jam Nayo. via @SteveKariukis
6,7,2016,12,32,2,0,1,0,0,0,12:29 how's jogoo road any information plz?? via @Nyakundi71
6,7,2016,12,23,2,0,1,0,0,0,12:20 bodaboda operators blocking mombasa road at the Athi River intersection. via @joebushbwoy
6,7,2016,12,19,2,0,1,0,0,0,"12:16 how is mombasa road,? via @ngenoohs"
6,7,2016,12,19,2,0,1,0,0,0,12:17 now passing Belle View. Still moving great! via @robmwangi
6,7,2016,12,17,2,0,1,0,0,0,"12:15 Waiyaki way nyweee all the way,finally we can breathe.
Neta is gone. via @JoeKioi"
6,7,2016,12,16,2,0,1,0,1,0,12:13 Avoid Mombasa Road between Mlolongo and Kitengela Junction. Demonstrations by Boda Boda guys via @NickKattz
6,7,2016,12,12,2,0,1,0,0,0,"12:10 @BenardMsaliti ""Mombasa road blocked at kenbros godowns mlolongo, its like motorbike guys are in for a race."""
6,7,2016,12,8,2,0,1,0,0,0,12:08 Resist to be tempted with immortality while driving. They were driving just like you  https://t.co/O8dX7CsTvb via @Fazul_
6,7,2016,11,57,2,0,1,0,0,0,"11:57 via  @HiviSasa  
5 useful tips to avoid dying on Kenyan roads https://t.co/w8jMyvHapF …"
6,7,2016,11,56,2,0,1,0,0,0,11:55  gitanga road.. All the way yaya center.. Downwards..... All good.. All smooth to chaka via @gichy_gooner
6,7,2016,11,55,2,0,1,0,0,0,111:55  gitanga road.. All the way yaya center.. Downwards..... All good.. All smooth to chaka via @gichy_gooner
6,7,2016,11,54,2,0,1,0,1,0,11:54  hundreds of motorcycles demonstrating from Msa Cement to Mlolongo via @Pojes_
6,7,2016,11,14,2,0,1,0,0,0,11:14  NTSA inbound after Kikuyu towards Ngong road. via @tonymuriuki
6,7,2016,11,13,2,0,0,0,0,0,"11:13 via @nkulabi  
 jogoo Rd is a big mess!!  Total traffic https://t.co/WKItqIjrSD"
6,7,2016,11,13,2,0,1,0,0,0,11:12  From eastleigh its all clear up to river side. via @kagukuwakaguku
6,7,2016,11,11,2,0,1,0,0,0,11:11 ladhies near muthurwa road ain't moving via @cmdhacktivist
6,7,2016,11,11,2,0,1,0,0,0,RT @kagukuwakaguku: Now at pumwani hospital. God is good. @KenyanTraffic
6,7,2016,11,10,2,0,1,0,0,0,RT @kagukuwakaguku: Eastleigh 1st avenue clear to eastleigh but you get thru anarchy to get there. @KenyanTraffic https://t.co/IubqpzHKCq
6,7,2016,11,10,2,0,1,0,0,1,11:09  @annjogu accident at kikuyu Gitaru road. ... https://t.co/ImBNV1wKWG  via @LitiemaM
6,7,2016,11,8,2,0,1,0,0,0,11:08 Eastleigh 1st avenue clear to eastleigh but you get thru anarchy to get there.   via @kagukuwakaguku https://t.co/KmEkN6ud2Y
6,7,2016,11,8,2,0,0,0,0,0,11:07 Does anyone know if Waiyaki Way or any road Westlands area is going to be closed today? via @jrogena
6,7,2016,11,8,2,0,1,0,1,0,11:07 Boda boda demos ongoing along Mombasa Road at Mlolongo to Syokimau. via @victor254news
6,7,2016,11,7,2,0,1,0,0,0,11:06 how is Mombasa road now ? https://t.co/ZkFIh37xZ0  via @francis30171967
6,7,2016,11,6,2,0,1,0,0,1,11:06 @annjogu accident at kikuyu Gitaru road   via @LitiemaM https://t.co/LwSN8pKaim
6,7,2016,11,6,2,0,1,0,0,0,"11:05 how now. ...??   via @Daggie_M
https://t.co/jpaFSNQXxk"
6,7,2016,11,5,2,0,1,0,0,0,11:04 Msa Rd now Post Netanyahu @ntsa_kenya https://t.co/AIx5Q1Mi8B  via @chriskirwa
6,7,2016,11,4,2,0,1,0,0,0,11:03 how is the traffic approaching globe cinema? Kindly advise. Thank you via @Muthoniwamwangi
6,7,2016,11,3,2,0,1,0,0,0,11:03 How do you get to Alliance Francaise from Waiyaki way ? via @furahayaizzoh
6,7,2016,10,57,2,0,0,0,0,0,", 10:56  @ToyotaKenya @Lexus @marsherics very valid you start small and hit big slowly. He might drive the new Lexus soon.. via @tilorgroup"
6,7,2016,10,55,2,0,1,0,0,0,10:55 We are moving again thanks to some cops with whips. We are now stuck in phase 4 in eastleigh via @kagukuwakaguku
6,7,2016,10,55,2,0,1,0,0,0,RT @kagukuwakaguku: We are moving again thanks to some cops with whips. We are now stuck in phase 4 in eastleigh. @KenyanTraffic
6,7,2016,10,54,2,0,0,0,0,0,"RT @theglobengr: Hillary Clinton 'Extremely Careless' But No Charges Recommended -FBI Director
https://t.co/sljLr6rCAA
@KenyanTraffic https…"
6,7,2016,10,54,2,0,1,0,0,0,10:53 Even Probox dreams are valid.....  @ToyotaKenya @Lexus #TembeaKenya https://t.co/9Kkric5DtI via @marsherics
6,7,2016,10,54,2,0,1,0,0,0,10:54 happening now; a protest by motorbike riders causing traffic Mombasa rd near mlolongo. Be careful. via @MCA_Sankale
6,7,2016,10,54,2,0,1,0,0,0,10:54 Waiyaki way...smoooooth..what a difference! via @wnimmz
6,7,2016,10,54,2,0,1,0,0,0,10:53 We are moving again thanks to some cops with whips. We are now stuck in phase 4 in eastleigh. via @kagukuwakaguku
6,7,2016,10,53,2,0,0,0,1,0,"10:53 @tmulungye ""Hundreds of boda boda operators holding demonstration on Mombasa Rd around Mlolongo. Heavy traffic!"""
6,7,2016,10,53,2,0,1,0,0,0,10:53 How isMombasa Rd via @tmulungye
6,7,2016,10,53,2,0,1,0,0,0,"RT @theglobengr: EgyptAir Crash: Voice Recorder Indicates Fire on Doomed Plane
https://t.co/zCTye826sd 
@Gidi_Traffic @KenyanTraffic https:…"
6,7,2016,10,52,2,0,1,0,0,0,", 10:52 EgyptAir Crash: Voice Recorder Indicates Fire on Doomed Plane https://t.co/2VjEBbd9HN https://t.co/1OLIZkT7DT via @theblogger"
6,7,2016,10,52,2,0,1,0,0,0,10:52 How isMombasa Rd via @tmulungye
6,7,2016,10,52,2,0,0,0,1,0,10:51 Crazy Jam on Mombasa road outbound at Mlolongo caused by Boda Boda demos  https://t.co/a0RsFoPOwH  via @janbosire
6,7,2016,10,51,2,0,1,0,0,0,10:50 @KenyanTraffic happening now; a protest by motorbike riders causing traffic Mombasa rd near mlolongo. Be careful via @MCA_Sankale
6,7,2016,10,51,2,1,1,0,0,0,10:50 Thikard into town near pangani  https://t.co/3uBF6Pztto  via @kamonjomaina
6,7,2016,10,50,2,0,0,0,0,0,10:49 From UTAWALA connected to city cabanas &amp; all Msa rd from junction to the cbd  n from the city crazy bampa to bampa  via @mwanamalaika
6,7,2016,10,50,2,0,1,0,1,0,10:50 Boda boda demos on goning along Mombasa Road at Mlolongo to Syokimau https://t.co/yvQlNFJIUN  via @usalama_app
6,7,2016,10,49,2,0,0,0,1,0,10:49 Hundreds of boda boda operators holding demonstration on Mombasa Rd around Mlolongo. Heavy traffic! via @tryKuria
6,7,2016,10,49,2,0,1,0,0,0,10:48 Israeli PM Benjamin Netanyahu please come back soon Westlands will miss you via @Pride_Drive
6,7,2016,10,48,2,0,1,0,0,0,10:47 Israeli PM Benjamin Netanyahu please come back soon Westlands will miss you via @Pride_Drive
6,7,2016,10,47,2,0,1,0,0,0,10:45 The #DiabetesWalk will be taking place this Saturday. #Langata road will be busy so plan your movement well &amp; in time..via @Rustycase
6,7,2016,10,46,2,0,1,0,0,0,10:46  Eastleigh through bahati estate or uhuru estate is a disaster. Lock down. Kindly use jogoo road. via @kagukuwakaguku
6,7,2016,10,46,2,0,1,0,0,0,"10:45 This is how it is!, via @mwanamalaika https://t.co/Uahm8zE6jR"
6,7,2016,10,46,2,0,1,0,0,0,"10:46 Glad the Israel PM is gone.....traffic has started flowing
bodaboda have had a kill via @shirugithui"
6,7,2016,10,45,2,0,1,0,1,0,10:45  Seems like there is some bodaboda demos around syokimau area of Mombasa road via @KamauStephene
6,7,2016,10,45,2,0,1,0,0,0,10:45 How's Waiyaki way to town? via @JoeKioi
6,7,2016,10,45,2,0,1,0,0,0,10:45 Traffic snarl up between syokimau-mlolongo.Motorbike operators protesting against the killing of one of their own via @jerrimags
6,7,2016,10,44,2,0,1,0,0,0,"10:43  via @marsherics 
Even Probox dreams are valid..... @ToyotaKenya @Lexus #TembeaKenya
https://t.co/9Kkric5DtI"
6,7,2016,10,44,2,0,1,0,0,0,RT @kagukuwakaguku: Eastleigh through bahati estate or uhuru estate is a disaster. Lock down. Kindly use jogoo road. @KenyanTraffic
6,7,2016,10,42,2,0,0,0,0,0,10:40 From UTAWALA connected to city cabanas &amp; all Msa rd frm junction to the cbd  n from the city z crazy bampa to bampa via @mwanamalaika
6,7,2016,10,37,2,0,1,0,1,0,10:36 Boda boda demos ongoing along Mombasa Road at Mlolongo to Syokimau. via @CrimeAkoriginal
6,7,2016,10,31,2,0,0,0,1,0,"10:30 boda boda demos @ syokimau, trafic building up slowly outbound via @njuks97"
6,7,2016,10,30,2,0,0,0,0,0,10:30 @HellenTot Pole my friend. At least waiyaki way wasn't so bad via @omnoel
6,7,2016,10,30,2,0,0,0,0,0,"10:30 Stop erecting bumps everywhere, drivers are not animals to be controlled by barriers, arrest and charge @KeNHAKenya via @MUNLAK"
6,7,2016,10,28,2,0,1,0,0,0,10:27 Mombasa road situation? via @she_nyanza
6,7,2016,10,28,2,0,1,0,0,0,10:27 The expansion of junctions on Limuru road between Gigiri and Ruaka is never progressing. What's up @KeNHAKenya via @SimonFya
6,7,2016,10,27,2,0,1,0,0,0,10:27  A lorry has rammned into a house and cars at Kahawa Wendani estate at scene  https://t.co/AaPZO9SNII  via @MsaCrimeAlerts
6,7,2016,10,23,2,0,1,0,0,0,"10:21  via @Tapphie 
Ambulances stuck in traffic..Zile magari za kubeba pesa..which one is given more priority.A Life should be saved"
6,7,2016,10,21,2,0,1,0,0,0,"10:21 @muchuikaburuKE though he says that when he was coming he didn't experience any traffic, so he doesn't understand!! via @amosmusundi"
6,7,2016,10,20,2,0,1,0,0,0,10:20 how about traffic of MSA Rd now? via @anyany369
6,7,2016,10,20,2,0,1,0,0,0,10:19 Ppl brace yourselves next week PM Modji will be in town via @MShariff1
6,7,2016,10,19,2,0,1,0,0,0,10:19  Waiyaki way is so clear! Haven't even stopped for a minute. via @IamGift254
6,7,2016,10,18,2,0,1,0,0,0,10:18 @ntsa_kenya ZURI buses need to behave in Zimmerman. https://t.co/I2QkqpRP13  via @mwaniki4
6,7,2016,10,17,2,0,1,0,0,0,10:17 No jam in waiyaki way.Atleast i have used 15 mins from kangemi to CBD raffic via @EvansKipcheva
6,7,2016,10,16,2,0,1,0,0,0,10:16 MOMBASA rd traffic starting to flow after GM and opens up at Parkside https://t.co/eeh6VTmdZe  via @CEOkech
6,7,2016,10,15,2,0,1,0,0,0,10:15 Wah. MSA Rd towards the airport traffic starts at Capital Centre. What a morning. via @OnyandoS
6,7,2016,10,15,2,0,0,0,0,0,"10:15 Jogoo road is packed as usual.. Hakuna kufika tao Leo.
Ni ngori..
Tuko route 11 sasa via @Tapphie"
6,7,2016,10,13,2,0,1,0,0,0,"10:12 traffic outbound on Mombasa road around Airtel  https://t.co/p6rNMW66wC

 via @jamesmwamisi"
6,7,2016,10,13,2,0,1,0,0,0,"10:11 #NetanyahuInKenya 
Traffic moving well from kangemi to westlands via @EvansKipcheva"
6,7,2016,10,12,2,0,0,0,0,0,10:11  Israeli PM Benjamin Netanyahu apologizes to Kenyans for causing trouble on the roads via @muchuikaburuKE
6,7,2016,10,12,2,0,1,0,0,0,"10:11 mombasa rd near airport turn off, no movement https://t.co/ZNhVsMVKrT  via @NdunguMoreno"
6,7,2016,10,11,2,0,1,0,0,0,10:10 mbagathi is moving at The moment . via @Worldspacetech1
6,7,2016,10,11,2,0,0,0,0,0,10:10 Apparently Netanyahu visit's impact is equally felt down here at Mombasa. Traffic into town is hell from Buxton via @Dr.wambua
6,7,2016,10,10,2,0,1,0,0,0,10:10 Traffic from GM all the way to town is flowing like a dream. The road is very clear. via @_nARISHa_
6,7,2016,10,10,2,0,1,0,0,0,10:09 jam iko mombasa road from DOD to JKIA nime take 3 hours via @goodchance_
6,7,2016,10,10,2,0,0,0,0,0,10:09  this is how bored I am..... Msa rd... I've never noticed this grass and tree... Hmmmh https://t.co/9MKTuQMCy8 via @Nina6679
6,7,2016,10,9,2,0,1,0,0,0,10:09  Yaani Leo ni roundi mwenda town? One hr trying to get out of CBD via @KinuthiaLoise
6,7,2016,10,9,2,0,1,0,0,0,10:09 Traffic moving well from kangemi to westlands via @EvansKipcheva
6,7,2016,10,9,2,0,0,0,0,0,10:08 Ind. Area Police of all things has arrested passengers coz of not belting yet Mat is missing belts via @SteveNyamwamu
6,7,2016,10,8,2,0,1,0,0,0,10:08 MSA Rd into town right now is moving. Towards the airport traffic starts from Eka. via @OnyandoS
6,7,2016,10,8,2,0,1,0,0,0,10:08 Fml! When you think you malizad traffic on langata road na vile gari ziko parking hapa south b via @magati_maosa
6,7,2016,10,8,2,0,1,0,0,0,"10:08 mombasa rd from mlololngo. Things are elephant, Netanyahu aingie kati via @NdunguMoreno"
6,7,2016,10,7,2,0,0,0,0,0,10:07 this is how bored I am..... Msa rd... I've never noticed this grass and tree... Hmmmh https://t.co/9MKTuQMCy8  via @Nina6679
6,7,2016,10,6,2,0,0,0,0,0,10:06  #NetanyahuInKenya ashaenda but this is how it is frm Tao to cabanas so bad https://t.co/rIJmly3FNE  via @josphattheson
6,7,2016,10,5,2,0,1,0,0,0,10:05 MOMBASA rd achaa tu..Heavy traffic 30mins from Imara to GM  https://t.co/1Miljke39l via @CEOkech
6,7,2016,10,5,2,0,1,0,0,0,10:03  @JKioria Who will save us from chronic disease of road gridlock via @Gmwaramia
6,7,2016,10,5,2,0,0,0,0,0,10:04  heavy traffic jam along Lan'gata road to Galleria. Called Netanyahu jam via @francismarwa
6,7,2016,10,4,2,0,1,0,0,0,10:04 Hows Dennis Prit/ State house road route into town? via @Sheshxxx
6,7,2016,10,4,2,0,1,0,0,0,10:04 any news on the kileleshwa- lavington junction on chiromo rd towards lower statehouse road? via @lynettenyokabi
6,7,2016,10,4,2,0,1,0,0,0,10:03 Mombasa Rd from Syokimau inbound not moving. Is it Netanyahu again? via @Quiet_Watch
6,7,2016,10,3,2,0,0,0,0,0,10:03 langata is a serious mess traffic form bomas . 😣 via @Worldspacetech1
6,7,2016,10,3,2,0,1,0,0,0,10:03  How's Valley road via @AlimaliaLim
6,7,2016,10,3,2,0,1,0,0,0,10:03 waiyaki way from ABC to brookside moving better / faster than yesterday.   via @GeneyImberly https://t.co/20vroxxGRC
6,7,2016,10,2,2,0,1,0,0,0,10:01 This #EidMubarak take a ride in the hottest Matatu in town!  #RouteKayole #morefire   https://t.co/NovPYzA7fg via @BurnMfg
6,7,2016,10,2,2,0,0,0,0,0,10:01  Moving slowly crawling pace on jogoo road from hamsa to makadara... via @NaijeriaToweett
6,7,2016,10,1,2,0,0,0,0,0,10:00  #NetanyahuInKenya ashaenda but this is how it is frm Tao to cabanas so bad https://t.co/rIJmly3FNE via @josphattheson
6,7,2016,10,1,2,1,0,0,0,0,10:01 thika road slow bt movin via @StellaMichael20
6,7,2016,10,1,2,0,0,0,0,1,10:01 Stone barrier distracting at Mall roundabout (westlands) and an accident near shell petrol station causing heavy jam. via @Vivek9192
6,7,2016,10,1,2,0,1,0,0,0,10:00 Yooo hows jogoo rd? via @jmakhulo
6,7,2016,10,0,2,0,1,0,0,0,10:00 The westlands roundabout was opened yesterday following total closure if Chiromo road from University way via @GMwariama
6,7,2016,10,0,2,1,0,0,0,0,"10:00 Thika road traffic starts from utalii towards town, slow but moving via @shillannski"
6,7,2016,10,0,2,1,0,0,0,0,"09:59 How is Thika Rd from forest Rd?
And waiyaki way down?
Sbdy pls. via @kamonjomaina"
6,7,2016,9,59,2,0,0,0,0,0,09:59  crazy traffic from Sachi plaza along arwing kodhek road . Reaching yaya center is a big issue. via @OtiendSteven
6,7,2016,9,59,2,0,1,0,0,0,How Manchester United Unveiled José Mourinho's – As it happenedhttp://theglobe.ng/news/263  VIA @theglobengr  https://t.co/vCyD7YErI7
6,7,2016,9,59,2,0,0,0,0,0,09:59  its hell waiyakiway closed via @Rafael63847122
6,7,2016,9,59,2,0,1,0,0,0,09:58  Traffic 🚥 standstill in Langata @netanyahu you caused this https://t.co/2fQ6XuUvVm via @tumris
6,7,2016,9,59,2,0,1,0,0,0,"RT @theglobengr: How Manchester United Unveiled José Mourinho's –As it happened
https://t.co/nQ67rmgken @KenyanTraffic @Gidi_Traffic https:…"
6,7,2016,9,59,2,1,1,0,0,0,09:58  it real Thika superhighway from utalii it a snail drive. via @eeriics
6,7,2016,9,58,2,0,1,0,0,0,09:58 Epic Traffic on Msa Road via @ChegeDanko
